Año;Cód. Institución;Nombre Institución;Tipo Institución;Clasificación1;Clasificación2;Clasificación3;Clasificación4;Clasificación5;Clasificación6;Nombre de la Sede;Comuna donde se imparte la carrera o programa;Nombre Region;Orden Geográfico de la Región (Norte aSur);Cód. Carrera;Carrera Genérica;Nombre Programa;Mención o Especialidad;Horario;Tipo Programa;Area Conocimiento;idgenerocarrera;Tipo Carrera;IngresoDirecto;Año Inicio Actividades;Nombre del Campus;Duración (en semestres);Cód. Campus;Cód. Sede;Título;Grado Académico;Máximo Puntaje (promedio matemáticas y lenguaje);Promedio Puntaje (promedio matemáticas y lenguaje);Mínimo Puntaje (promedio matemáticas y lenguaje);Puntaje de corte (primer seleccionado);Puntaje de corte (promedio de la carrera);Puntaje de corte (último seleccionado);Máximo Puntaje NEM;Promedio Puntaje NEM;Mínimo Puntaje NEM;Máximo Puntaje Ranking;Promedio Puntaje Ranking;Mínimo Puntaje Ranking;Nº Alumnos Ingreso Via PSU o PDT;Nº Alumnos Ingreso Otra Via;Valor de matrícula;Valor de arancel;Valor del Título;Tipo Moneda;Vacantes;Matrícula primer año hombres;Matrícula primer año mujeres;Matrícula primer año extranjeros;Matrícula Primer Año;Matrícula total hombres;Matrícula total mujeres;Matrícula total extranjeros;Matrícula Total;Códgo SIES;Pregrado/Posgrado;Matrícula Primer Año No Binario;Matrícula Total No Binario
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;11868;Ingeniería Ambiental;Ingeniería en Conservación de Recursos Naturales;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2006;Isla Teja;10;1007001001;1007001;Ingeniero en Conservación de Recursos Naturales;Bachiller en Ciencias Forestales y Recursos Naturales;;;;;;;;;;;;;;;;;;Pesos     ;;0;0;0;0;2;1;0;3;I90S1C142J1V1;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;31731;Ingeniería Ambiental;Ingeniería en Conservación de Recursos Naturales - Ingeniería Forestal;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2014;Isla Teja;10;1007001001;1007001;Ingeniería en Conservación de Recursos Naturales o  Ingeniería Forestal;Licenciado en Ciencias Forestales o Licenciado en Conservación;800;616;492;783;616;451;928;681;387;966;699;387;28;14;237.000;5.033.000;225.000;Pesos     ;60;19;23;0;42;165;157;1;322;I90S1C534J1V1;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1999;Ingeniería Civil Acústica;Ingeniería Civil Acústica;;Diurno;Programa Regular;Tecnología;1008018;Profesional con Licenciatura;Ingreso Directo;2001;Miraflores;12;1007001002;1007001;Ingeniero Civil Acústico;Licenciado en Ciencias de la Ingeniería;888;696;545;892;716;526;986;798;519;1000;817;522;21;4;237.000;5.247.000;225.000;Pesos     ;20;20;5;0;25;101;15;1;116;I90S1C114J1V2;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;11867;Ingeniería Civil Electrónica y similares;Ingeniería Civil Electrónica;;Diurno;Programa Regular;Tecnología;1008022;Profesional con Licenciatura;Ingreso Directo;2006;Miraflores;11;1007001002;1007001;Ingeniero Civil Electrónico;Bachiller en Ciencias de Ingeniería, Licenciado en Ciencias de la Ingeniería;930;685;493;906;701;494;979;764;450;986;786;450;32;5;237.000;5.247.000;225.000;Pesos     ;52;36;1;1;37;182;14;1;196;I90S1C141J1V1;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2000;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;1982;Miraflores;11;1007001002;1007001;Ingeniero Civil Informático;Licenciado en Ciencias de la Ingeniería M/Informática;950;710;489;946;730;537;965;804;495;1000;826;495;95;5;237.000;5.247.000;225.000;Pesos     ;74;85;15;0;100;347;43;4;390;I90S1C33J1V2;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1998;Ingeniería Civil en Obras Civiles y similares;Ingeniería Civil en Obras Civiles;;Diurno;Programa Regular;Tecnología;1008003;Profesional con Licenciatura;Ingreso Directo;1994;Miraflores;11;1007001002;1007001;Ingeniero Civil en Obras Civiles;Licenciado en Ciencias de la Ingeniería M/Obras Civiles;941;674;493;929;693;474;985;764;441;1000;784;452;55;4;237.000;5.247.000;225.000;Pesos     ;70;43;16;0;59;290;102;3;392;I90S1C34J1V2;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;27120;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;2013;Miraflores;11;1007001002;1007001;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;907;705;493;926;727;519;979;810;451;1000;832;469;83;10;237.000;5.247.000;225.000;Pesos     ;70;66;27;1;93;303;128;2;431;I90S1C126J1V1;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;13979;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;;Diurno;Programa Regular;Tecnología;1008006;Profesional con Licenciatura;Ingreso Directo;2007;Miraflores;11;1007001002;1007001;Ingeniero Civil Mecánico;Licenciado en Ciencias de la Ingeniería;899;683;500;884;674;550;937;711;495;989;725;499;32;1;237.000;5.247.000;225.000;Pesos     ;50;31;2;1;33;202;19;2;221;I90S1C147J1V1;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1993;Ingeniería en Alimentos y similares;Ingeniería en Alimentos;;Diurno;Programa Regular;Tecnología;1001003;Profesional con Licenciatura;Ingreso Directo;1988;Isla Teja;10;1007001001;1007001;Ingeniero en Alimentos;Licenciado en Ciencias de los Alimentos;871;609;487;897;631;492;951;700;447;997;716;447;10;9;237.000;4.622.000;225.000;Pesos     ;25;11;8;0;19;36;38;0;74;I90S1C44J1V1;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2014;Ingeniería en Construcción y similares;Ingeniería en Construcción;;Diurno;Programa Regular;Tecnología;1008009;Profesional con Licenciatura;Ingreso Directo;1998;Miraflores;10;1007001002;1007001;Ingeniero Constructor;Licenciado en Ciencias de la Construcción;711;579;493;791;600;425;970;669;364;993;686;364;32;13;237.000;4.948.000;225.000;Pesos     ;67;32;13;0;45;191;61;1;252;I90S1C46J1V1;Pregrado;0;0
2024;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2011;Ingeniería en Transporte Marítimo, Aéreo y similares;Ingeniería Naval;;Diurno;Programa Regular;Tecnología;1008052;Profesional con Licenciatura;Ingreso Directo;1990;Miraflores;10;1007001002;1007001;Ingeniero Naval;Licenciado en Ciencias de la Ingeniería;900;673;513;913;678;513;937;738;367;984;758;387;37;10;237.000;4.948.000;225.000;Pesos     ;55;33;14;1;47;165;60;3;225;I90S1C50J1V1;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1995;Ingeniería Comercial;Ingeniería Comercial;Administración de Empresas;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1977;Isla Teja;10;1007001001;1007001;Ingeniero Comercial;Licenciado en Administración;882;662;494;897;732;652;979;811;580;1000;845;580;96;5;219.000;4.845.000;208.000;Pesos     ;90;58;43;0;101;277;217;3;494;I90S1C35J1V1;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;31731;Ingeniería Ambiental;Ingeniería en Conservación de Recursos Naturales - Ingeniería Forestal;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2014;Isla Teja;10;1007001001;1007001;Ingeniería en Conservación de Recursos Naturales o  Ingeniería Forestal;Licenciado en Ciencias Forestales o Licenciado en Conservación;865;638;494;856;640;481;937;688;321;954;704;321;50;8;219.000;4.647.000;208.000;Pesos     ;60;31;27;1;58;184;188;2;372;I90S1C534J1V1;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1999;Ingeniería Civil Acústica;Ingeniería Civil Acústica;;Diurno;Programa Regular;Tecnología;1008018;Profesional con Licenciatura;Ingreso Directo;2001;Miraflores;12;1007001002;1007001;Ingeniero Civil Acústico;Licenciado en Ciencias de la Ingeniería;853;708;531;824;705;517;886;745;519;951;762;519;13;2;219.000;4.845.000;208.000;Pesos     ;20;13;2;0;15;112;12;1;124;I90S1C114J1V2;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;11867;Ingeniería Civil Electrónica y similares;Ingeniería Civil Electrónica;;Diurno;Programa Regular;Tecnología;1008022;Profesional con Licenciatura;Ingreso Directo;2006;Miraflores;11;1007001002;1007001;Ingeniero Civil Electrónico;Bachiller en Ciencias de Ingeniería, Licenciado en Ciencias de la Ingeniería;900;640;491;892;653;508;937;699;488;1000;726;488;31;4;219.000;4.845.000;208.000;Pesos     ;52;33;2;1;35;182;18;2;200;I90S1C141J1V1;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2000;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;1982;Miraflores;11;1007001002;1007001;Ingeniero Civil Informático;Licenciado en Ciencias de la Ingeniería M/Informática;900;685;525;934;712;601;970;786;586;1000;815;586;68;4;219.000;4.845.000;208.000;Pesos     ;65;68;4;1;72;328;35;5;363;I90S1C33J1V2;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1998;Ingeniería Civil en Obras Civiles y similares;Ingeniería Civil en Obras Civiles;;Diurno;Programa Regular;Tecnología;1008003;Profesional con Licenciatura;Ingreso Directo;1994;Miraflores;11;1007001002;1007001;Ingeniero Civil en Obras Civiles;Licenciado en Ciencias de la Ingeniería M/Obras Civiles;922;678;448;932;723;608;979;801;473;1000;839;473;66;8;219.000;4.845.000;208.000;Pesos     ;65;56;18;0;74;333;118;4;451;I90S1C34J1V2;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;27120;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;2013;Miraflores;11;1007001002;1007001;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;922;750;575;928;778;684;979;848;650;1000;881;663;68;3;219.000;4.845.000;208.000;Pesos     ;65;51;20;0;71;294;139;1;433;I90S1C126J1V1;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;13979;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;;Diurno;Programa Regular;Tecnología;1008006;Profesional con Licenciatura;Ingreso Directo;2007;Miraflores;11;1007001002;1007001;Ingeniero Civil Mecánico;Licenciado en Ciencias de la Ingeniería;917;625;410;900;646;541;970;715;447;1000;739;457;37;1;219.000;4.845.000;208.000;Pesos     ;50;36;2;1;38;225;29;1;254;I90S1C147J1V1;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1993;Ingeniería en Alimentos y similares;Ingeniería en Alimentos;;Diurno;Programa Regular;Tecnología;1001003;Profesional con Licenciatura;Ingreso Directo;1988;Isla Teja;10;1007001001;1007001;Ingeniero en Alimentos;Licenciado en Ciencias de los Alimentos;763;616;494;783;640;541;871;680;456;1000;706;456;13;2;219.000;4.268.000;208.000;Pesos     ;25;5;10;0;15;38;43;0;81;I90S1C44J1V1;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2014;Ingeniería en Construcción y similares;Ingeniería en Construcción;;Diurno;Programa Regular;Tecnología;1008009;Profesional con Licenciatura;Ingreso Directo;1998;Miraflores;10;1007001002;1007001;Ingeniero Constructor;Licenciado en Ciencias de la Construcción;892;582;487;916;604;474;994;670;425;1000;683;429;48;2;219.000;4.569.000;208.000;Pesos     ;67;36;14;0;50;218;71;3;289;I90S1C46J1V1;Pregrado;0;0
2023;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2011;Ingeniería en Transporte Marítimo, Aéreo y similares;Ingeniería Naval;;Diurno;Programa Regular;Tecnología;1008052;Profesional con Licenciatura;Ingreso Directo;1990;Miraflores;10;1007001002;1007001;Ingeniero Naval;Licenciado en Ciencias de la Ingeniería;811;616;494;785;618;507;843;669;447;947;683;447;37;5;219.000;4.569.000;208.000;Pesos     ;55;27;15;1;42;165;61;5;226;I90S1C50J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1995;Ingeniería Comercial;Ingeniería Comercial;Administración de Empresas;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1977;Isla Teja;10;1007001001;1007001;Ingeniero Comercial;Licenciado en Administración;666;553;421;748;625;561;840;677;513;850;707;513;93;12;190.000;4.202.000;180.000;Pesos     ;90;62;43;1;105;281;222;4;503;I90S1C35J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;11868;Ingeniería Ambiental;Ingeniería en Conservación de Recursos Naturales;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2006;Isla Teja;10;1007001001;1007001;Ingeniero en Conservación de Recursos Naturales;Bachiller en Ciencias Forestales y Recursos Naturales;;;;;;;;;;;;;;;;;;Pesos     ;;0;0;0;0;6;2;0;8;I90S1C142J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;31731;Ingeniería Ambiental;Ingeniería en Conservación de Recursos Naturales - Ingeniería Forestal;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2014;Isla Teja;10;1007001001;1007001;Ingeniería en Conservación de Recursos Naturales o  Ingeniería Forestal;Licenciado en Ciencias Forestales o Licenciado en Conservación;712;575;487;750;604;486;823;633;430;850;653;433;39;8;190.000;4.030.000;180.000;Pesos     ;60;26;21;0;47;198;192;2;390;I90S1C534J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1999;Ingeniería Civil Acústica;Ingeniería Civil Acústica;;Diurno;Programa Regular;Tecnología;1008018;Profesional con Licenciatura;Ingreso Directo;2001;Miraflores;12;1007001002;1007001;Ingeniero Civil Acústico;Licenciado en Ciencias de la Ingeniería;663;600;508;724;629;500;764;652;461;850;683;461;16;2;190.000;4.202.000;180.000;Pesos     ;20;16;2;0;18;114;14;1;128;I90S1C114J1V2;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;11867;Ingeniería Civil Electrónica y similares;Ingeniería Civil Electrónica;;Diurno;Programa Regular;Tecnología;1008022;Profesional con Licenciatura;Ingreso Directo;2006;Miraflores;11;1007001002;1007001;Ingeniero Civil Electrónico;Bachiller en Ciencias de Ingeniería, Licenciado en Ciencias de la Ingeniería;709;547;412;747;593;434;807;606;375;850;630;390;40;6;190.000;4.202.000;180.000;Pesos     ;52;40;6;0;46;193;24;2;217;I90S1C141J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2000;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;1982;Miraflores;11;1007001002;1007001;Ingeniero Civil Informático;Licenciado en Ciencias de la Ingeniería M/Informática;747;601;399;764;652;514;823;705;545;850;742;545;72;9;190.000;4.202.000;180.000;Pesos     ;65;67;14;2;81;330;40;5;370;I90S1C33J1V2;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1998;Ingeniería Civil en Obras Civiles y similares;Ingeniería Civil en Obras Civiles;;Diurno;Programa Regular;Tecnología;1008003;Profesional con Licenciatura;Ingreso Directo;1994;Miraflores;11;1007001002;1007001;Ingeniero Civil en Obras Civiles;Licenciado en Ciencias de la Ingeniería M/Obras Civiles;693;577;431;723;620;510;823;652;459;850;677;459;59;3;190.000;4.202.000;180.000;Pesos     ;65;46;16;1;62;313;108;4;421;I90S1C34J1V2;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;27120;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;2013;Miraflores;11;1007001002;1007001;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;722;603;480;762;665;618;807;718;588;850;756;602;67;9;190.000;4.202.000;180.000;Pesos     ;65;50;26;0;76;286;137;1;423;I90S1C126J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;13979;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;;Diurno;Programa Regular;Tecnología;1008006;Profesional con Licenciatura;Ingreso Directo;2007;Miraflores;11;1007001002;1007001;Ingeniero Civil Mecánico;Licenciado en Ciencias de la Ingeniería;671;560;435;750;591;476;801;613;411;850;635;414;50;3;190.000;4.202.000;180.000;Pesos     ;50;48;5;0;53;249;30;0;279;I90S1C147J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2001;Ingeniería Electrónica y similares;Ingeniería Electrónica;;Diurno;Programa Regular;Tecnología;1008035;Profesional con Licenciatura;Ingreso Directo;1995;Miraflores;10;1007001002;1007001;Ingeniero Electrónico;Licenciado en Ciencias de la Ingeniería;;;;;;;;;;;;;;;;;;Pesos     ;;0;0;0;0;1;0;0;1;I90S1C48J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1993;Ingeniería en Alimentos y similares;Ingeniería en Alimentos;;Diurno;Programa Regular;Tecnología;1001003;Profesional con Licenciatura;Ingreso Directo;1988;Isla Teja;10;1007001001;1007001;Ingeniero en Alimentos;Licenciado en Ciencias de los Alimentos;648;568;494;731;621;537;768;650;494;850;688;495;4;3;190.000;3.702.000;180.000;Pesos     ;25;3;4;0;7;39;43;0;82;I90S1C44J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2014;Ingeniería en Construcción y similares;Ingeniería en Construcción;;Diurno;Programa Regular;Tecnología;1008009;Profesional con Licenciatura;Ingreso Directo;1998;Miraflores;10;1007001002;1007001;Ingeniero Constructor;Licenciado en Ciencias de la Construcción;631;526;448;684;557;450;757;583;399;822;604;399;45;7;190.000;3.963.000;180.000;Pesos     ;67;41;11;1;52;224;70;3;294;I90S1C46J1V1;Pregrado;0;0
2022;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2011;Ingeniería en Transporte Marítimo, Aéreo y similares;Ingeniería Naval;;Diurno;Programa Regular;Tecnología;1008052;Profesional con Licenciatura;Ingreso Directo;1990;Miraflores;10;1007001002;1007001;Ingeniero Naval;Licenciado en Ciencias de la Ingeniería;708;559;476;711;598;488;812;623;406;850;646;420;34;1;190.000;3.963.000;180.000;Pesos     ;55;24;11;0;35;175;54;4;229;I90S1C50J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1995;Ingeniería Comercial;Ingeniería Comercial;Administración de Empresas;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1977;Isla Teja;10;1007001001;1007001;Ingeniero Comercial;Licenciado en Administración;703;547;368;719;599;526;807;630;403;850;661;410;103;5;175.000;3.869.000;166.000;Pesos     ;90;59;49;1;108;278;216;4;494;I90S1C35J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2012;Ingeniería en Maderas;Ingeniería en Maderas;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001012;Profesional con Licenciatura;Ingreso Directo;1998;Isla Teja;10;1007001001;1007001;Ingeniero en Maderas;Licenciado en Ciencias de la Madera;;;;;;;;;;;;;;;;;;Pesos     ;;0;0;0;0;1;0;0;1;I90S1C41J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;11868;Ingeniería Ambiental;Ingeniería en Conservación de Recursos Naturales;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2006;Isla Teja;10;1007001001;1007001;Ingeniero en Conservación de Recursos Naturales;Bachiller en Ciencias Forestales y Recursos Naturales;;;;;;;;;;;;;;;;;;Pesos     ;;0;0;0;0;6;4;0;10;I90S1C142J1V1;Pregrado;0;0
